UrlName	Name	LastUpdated	OSType	BasedOn	Origin	Architecture	Desktop	Category	Status	Popularity	Description
parrot	Parrot	2024-02-02 02:44 UTC	Linux	debian	Italy	x86_64	KDE Plasma;MATE	Forensics;Live Medium;Security 	Active	52 (186 hits per day)	Parrot (formerly Parrot Security OS) is a Debian-based, security-oriented distribution featuring a collection of utilities designed for penetration testing, computer forensics, reverse engineering, hacking, privacy, anonymity and cryptography. The product, developed by Frozenbox, comes with MATE as the default desktop environment.
avlinux	AV Linux	2024-04-07 00:24 UTC	Linux	mx	Canada	x86_64	Enlightenment;Xfce	Desktop;Live Medium;Multimedia 	Active	53 (183 hits per day)	AV Linux is a versatile, Debian-based distribution featuring a large collection of audio and video production software. Additionally, it also includes a custom kernel with IRQ threading enabled for low-latency audio performance. AV Linux can be run directly from a live DVD or a live USB storage device, though it can also be installed on a hard disk and used as a general-purpose operating system for everyday tasks.
kaos	KaOS	2024-03-13 00:07 UTC	Linux	independent	USA	x86_64	KDE Plasma	Desktop;Live Medium 	Active	54 (183 hits per day)	KaOS is a desktop Linux distribution that features the latest version of the KDE desktop environment, the Calligra office suite, and other popular software applications that use the Qt toolkit. It was inspired by Arch Linux, but the developers build their own packages which are available from in-house repositories. KaOS employs a rolling-release development model and is built exclusively for 64-bit computer systems.
rocky	Rocky Linux	2024-02-02 02:44 UTC	Linux	redhat	USA	aarch64;ppc64le;s390x;x86_64	GNOME	Desktop;Server 	Active	55 (183 hits per day)	Rocky Linux is a community enterprise operating system designed to be 100% bug-for-bug compatible with Red Hat Enterprise Linux. It is available for the x86_64 and AArch64 processor architectures.
mabox	Mabox Linux	2024-03-13 23:43 UTC	Linux	manjaro	Poland	x86_64	Openbox	Desktop;Live Medium 	Active	56 (181 hits per day)	Mabox is a Manjaro-based rolling release distribution. Mabox Linux features the Openbox window manager as its default interface and provides a welcome screen with access to utilities which add additional software to the operating system.
relianoid	RELIANOID	2024-03-27 00:05 UTC	Linux	debian	USA	x86_64	No Desktop;WebUI	Firewall;Specialist 	Active	57 (180 hits per day)	Relianoid is a Debian-based Linux distribution for load balancing. The distribution offers a load balancing oriented operating system for testing, development, and quality assurance environments. Relianoid is available in Community (free of cost) and Enterprise editions.
murena	Murena	2024-04-05 13:35 UTC	Linux	lineageos	France	aarch64	Bliss	Immutable;Mobile 	Active	58 (175 hits per day)	Murena is an umbrella name for the /e/OS operating system, associated open source powered smartphones, and cloud-based services. The Murena project provides open source images for common smartphones, open source cloud-based storage, calendar, and backup solutions, and sells phones with /e/OS pre-installed. The project's operating system is based on LineageOS, itself based on Android. The Murena team removes closed source applications, trackers, and Google-specific elements of Android and replaces them with open source alternatives.
blendos	blendOS	2024-02-02 02:44 UTC	Linux	arch	India	x86_64	Cinnamon;Deepin;GNOME;KDE Plasma;LXQt;MATE;Xfce	Desktop;Live Medium 	Active	59 (173 hits per day)	blendOS is an Arch Linux-based, rolling-release distribution which automates installing software from supported distributions (Arch, Fedora, and Ubuntu) into containers. blendOS tries to make software management in across containers feel native and provides access to the user's home directory for each container.
gentoo	Gentoo Linux	2024-05-01 09:50 UTC	Linux	independent	USA	i486;i586;i686;x86_64;x86-64-v3;alpha;arm;hppa;ia64;mips;powerpc;ppc64;sparc64	AfterStep;Awesome;Blackbox;Enlightenment;Fluxbox;GNOME;IceWM;KDE Plasma;LXDE;MATE;Openbox;WMaker;Xfce	Desktop;Server;Source-based 	Active	60 (173 hits per day)	"Gentoo Linux is a versatile and fast, completely free Linux distribution geared towards developers and network professionals. Unlike other distros, Gentoo Linux has an advanced package management system called Portage. Portage is a true ports system in the tradition of BSD ports, but is Python-based and sports a number of advanced features including dependencies, fine-grained package management, ""fake"" (OpenBSD-style) installs, safe unmerging, system profiles, virtual packages, config file management, and more."
xubuntu	Xubuntu	2024-04-26 23:46 UTC	Linux	debian;ubuntu	Isle of Man	x86_64	Xfce	Desktop 	Active	61 (172 hits per day)	Xubuntu is a community-developed operating system based on Ubuntu. It comes with Xfce, which is a stable, light and configurable desktop environment.
ultramarine	Ultramarine Linux	2024-02-02 02:44 UTC	Linux	fedora	Thailand	aarch64;x86_64	Budgie;GNOME;KDE Plasma;Pantheon	Desktop;Live Medium 	Active	62 (169 hits per day)	Ultramarine Linux is a Fedora-based distribution featuring extra package repositories such as RPM Fusion, the Budgie (or Cutefish) desktop, and multimedia codecs. Ultramarine can be considered a spiritual successor to Korora Project and aims to make Fedora a more desktop-friendly experience.
spiral	SpiralLinux	2024-02-02 02:44 UTC	Linux	debian	USA	x86_64	Budgie;Cinnamon;GNOME;KDE Plasma;LXQt;MATE;Xfce	Desktop;Live Medium 	Active	63 (167 hits per day)	SpiralLinux is a selection of desktop spins built from Debian GNU/Linux, with a focus on simplicity and out-of-the-box usability across all the major desktop environments. SpiralLinux serves as an alternative live installation method for a highly reliable customized Debian system using only official Debian package repositories. Unlike Debian's official install media, SpiralLinux includes non-free firmware. It also provides popular media codecs out of the box.
alt	ALT Linux	2024-05-01 05:20 UTC	Linux	independent	Russia	aarch64;armhf;i586;mipsel;ppc64el;riscv64;x86_64	AfterStep;Blackbox;Cinnamon;Enlightenment;FVWM;GNOME;IceWM;KDE;LXDE;MATE;Openbox;LXQt;WMaker;Xfce	Data Rescue;Desktop;Education;Live Medium;Raspberry Pi;Old Computers;Security;Server 	Active	64 (165 hits per day)	ALT Linux was founded in 2001 by a merge of two large Russian free software projects. By the year 2008 it became a large organization developing and deploying free software, writing documentation and technical literature, supporting users, and developing custom products. ALT Linux produces different types of distributions for various purposes. There are desktop distributions for home and office computers and for corporate servers, universal distributions that include a wide variety of development tools and documentation, certified products, distributions specialized for educational institutions, and distributions for low-powered computers. ALT Linux has its own development infrastructure and repository called Sisyphus, which provides the base for all the different editions of ALT Linux.
arch	Arch Linux	2024-05-01 02:20 UTC	Linux	independent	Canada	x86_64	Cinnamon;Enlightenment;GNOME;KDE;LXDE;MATE;Xfce	Desktop;Server 	Active	65 (163 hits per day)	Arch Linux is an independently developed, x86_64-optimised Linux distribution targeted at competent Linux users. It uses 'pacman', its home-grown package manager, to provide updates to the latest software applications with full dependency tracking. Operating on a rolling release system, Arch can be installed from a CD image or via an FTP server. The default install provides a solid base that enables users to create a custom installation. In addition, the Arch Build System (ABS) provides a way to easily build new packages, modify the configuration of stock packages, and share these packages with other users via the Arch Linux user repository.
pureos	PureOS	2024-02-02 02:44 UTC	Linux	debian	France	x86_64	GNOME	Desktop;Free Software;Live Medium;Mobile 	Active	66 (160 hits per day)	PureOS is a GNU/Linux distribution based on Debian. It is a desktop distribution that can be used as live media (CD or USB) or as full-featured operating systems installed on a hard disk. PureOS uses free and open source software exclusively and is endorsed by the Free Software Foundation. It ships with some privacy features enabled by default such as using DuckDuckGo as the search engine and the HTTPS Everywhere browser extension is enabled.
reactos	ReactOS	2024-02-02 02:44 UTC	Other OS	independent	Russia	i386;x86_64	ReactOS Explorer	Desktop;Old Computers;Live Medium 	Active	67 (158 hits per day)	ReactOS is a free and open-source operating system based on the best design principles found in the Windows NT architecture. Written completely from scratch, ReactOS is not a Linux-based system and it shares none of the UNIX architecture. The main goal of the ReactOS project is to provide an operating system which is binary compatible with Windows. This will allow Windows applications and drivers to run as they would on a Windows system. Additionally, the look and feel of the Windows operating system is used, such that people accustomed to the familiar user interface of Windows would find using ReactOS straightforward. The ultimate goal of ReactOS is to allow people to use it as an alternative to Windows without the need to change software they are used to.
redhat	Red Hat Enterprise Linux	2024-02-02 02:44 UTC	Linux	fedora	USA	aarch64;i386;ia64;IBM Z;ppc;ppc64el;s390;s390x;x86_64;x86-64-v2	GNOME	Desktop;Server 	Active	68 (156 hits per day)	Red Hat Enterprise Linux (RHEL) is a Linux distribution developed by Red Hat and targeted toward the commercial market. Red Hat Enterprise Linux is released in server editions for x86, x86_64, Itanium, PowerPC and IBM System z architectures, and desktop editions for x86 and x86_64 processors. All of Red Hat's official support and training and the Red Hat Certification Program centres around the Red Hat Enterprise Linux platform. Red Hat uses strict trademark rules to restrict free re-distribution of its officially supported versions of Red Hat Enterprise Linux, but still freely provides its source code. Third-party derivatives can be built and redistributed by stripping away non-free components.
openmandriva	OpenMandriva Lx	2024-05-01 01:46 UTC	Linux	independent	France	x86_64	KDE Plasma	Desktop;Live Medium;Raspberry Pi 	Active	69 (155 hits per day)	The OpenMandriva distribution is a full-featured Linux desktop and server, sponsored by the OpenMandriva Association. It was based on ROSA, a Russian Linux distribution project which forked Mandriva Linux in 2012, incorporating many of Mandriva's original tools and utilities and adding in-house enhancements. The goal of OpenMandriva is to facilitate the creation, improvement, promotion and distribution of free and open-source software in general, and OpenMandriva projects in particular. OpenMandriva has traditionally been a fixed release distribution, but in 2023 the project began releasing an alternative rolling branch called ROME.
